Accession,Family
AY029521.1,Spinareoviridae
AY032605.1,Caliciviridae
AY032882.1,Parvoviridae
AY033435.1,Parvoviridae
AY033436.1,Partitiviridae
AY034425.1,Cystoviridae
AY037858.1,Orthoherpesviridae
AY038066.2,Tombusviridae
AY038068.2,Tombusviridae
AY038069.2,Tombusviridae
AY039807.1,Cystoviridae
AY040531.1,Tymoviridae
AY043265.1,Baculoviridae
AY048850.2,Simuloviridae
AY055762.1,Alphaflexiviridae
AY057109.1,Papillomaviridae
AY064708.1,Picornaviridae
AY072921.2,Betaflexiviridae
AY077832.1,Poxviridae
AY077835.1,Poxviridae
AY082891.1,Caliciviridae
AY089993.1,Partitiviridae
AY090454.1,Hepadnaviridae
AY095314.2,Zobellviridae
AY100482.1,Tombusviridae
AY112735.1,Potyviridae
AY123041.1,Hepadnaviridae
AY129247.1,Arenaviridae
AY129248.1,Arenaviridae
AY135486.1,Peduoviridae
AY135739.1,Peduoviridae
AY137775.1,Virgaviridae
AY140894.1,Polyomaviridae
AY141760.2,Paramyxoviridae
AY145471.1,Baculoviridae
AY147187.1,Spinareoviridae
AY147260.2,Alphaflexiviridae
AY157993.1,Secoviridae
AY157994.1,Secoviridae
AY163248.1,Spinareoviridae
AY163756.1,Adenoviridae
AY163842.1,Tombusviridae
AY166866.1,Potyviridae
AY167578.1,Spinareoviridae
AY170317.1,Orthoherpesviridae
AY172454.1,Mitoviridae
AY179509.1,Astroviridae
AY189948.2,Parvoviridae
AY193805.1,Flaviviridae
AY196904.1,Flaviviridae
AY197700.1,Ascoviridae
AY206394.2,Potyviridae
AY208120.2,Picornaviridae
AY212251.1,Rountreeviridae
AY216502.2,Arenaviridae
AY216514.2,Arenaviridae
AY216517.2,Arenaviridae
AY225133.1,Phycodnaviridae
AY225134.1,Phycodnaviridae
AY225135.2,Phycodnaviridae
AY225140.1,Phycodnaviridae
AY225141.1,Phycodnaviridae
AY225147.1,Phycodnaviridae
AY228235.2,Caliciviridae
AY228555.1,Circoviridae
AY237111.1,Peribunyaviridae
AY242077.1,Closteroviridae
AY242078.1,Closteroviridae
AY242528.1,Inoviridae
AY243312.1,Poxviridae
AY247204.1,Partitiviridae
AY247822.1,Autotranscriptaviridae
AY251033.1,Peduoviridae
AY257527.1,Tectiviridae
AY260756.1,Partitiviridae
AY261359.1,Orthoherpesviridae
AY261360.1,Asfarviridae
AY261361.1,Asfarviridae
AY261362.1,Asfarviridae
AY261363.1,Asfarviridae
AY261365.1,Asfarviridae
AY266303.2,Straboviridae
AY274119.3,Coronaviridae
AY275710.1,Dicistroviridae
AY277888.1,Spinareoviridae
AY277889.1,Spinareoviridae
AY277890.1,Spinareoviridae
AY283928.2,Straboviridae
AY286409.1,Paramyxoviridae
AY288927.2,Autosignataviridae
AY291207.1,Secoviridae
AY291208.1,Secoviridae
AY302539.1,Picornaviridae
AY302540.1,Picornaviridae
AY302541.1,Picornaviridae
AY302542.1,Picornaviridae
AY302543.1,Picornaviridae
AY302544.1,Picornaviridae
AY302546.1,Picornaviridae
AY302547.1,Picornaviridae
AY302548.1,Picornaviridae
AY302550.1,Picornaviridae
AY302552.1,Picornaviridae
AY302553.1,Picornaviridae
AY302554.1,Picornaviridae
AY302555.1,Picornaviridae
AY302556.1,Picornaviridae
AY302557.1,Picornaviridae
AY302558.1,Picornaviridae
AY302560.1,Picornaviridae
AY303349.1,Straboviridae
AY303787.1,Secoviridae
AY303788.1,Secoviridae
AY307099.1,Hypoviridae
AY308796.1,Drexlerviridae
AY318871.1,Poxviridae
AY319521.1,Peduoviridae
AY323490.1,Flaviviridae
AY327402.2,Baculoviridae
AY330918.2,Closteroviridae
AY330919.2,Closteroviridae
AY337486.1,Marnaviridae
AY342390.1,Arenaviridae
AY343333.1,Straboviridae
AY349010.1,Parvoviridae
AY349019.1,Baculoviridae
AY357582.2,Casjensviridae
AY357730.1,Spinareoviridae
AY357732.1,Spinareoviridae
AY357733.1,Spinareoviridae
AY358021.2,Arenaviridae
AY358022.2,Arenaviridae
AY358024.2,Arenaviridae
AY358026.2,Arenaviridae
AY363179.1,Hantaviridae
AY363727.1,Secoviridae
AY365064.1,Iflaviridae
AY366207.2,Alphaflexiviridae
AY366209.1,Alphaflexiviridae
AY370674.1,Autosignataviridae
AY370762.1,Fuselloviridae
AY372243.1,Orthoherpesviridae
AY374414.2,Inoviridae
AY377938.1,Potyviridae
AY380826.1,Iridoviridae
AY386264.1,Poxviridae
AY386265.1,Poxviridae
AY386330.1,Parvoviridae
AY386371.1,Poxviridae
AY388628.1,Fuselloviridae
AY388995.1,Potyviridae
AY389361.2,Nairoviridae
AY395706.1,Papillomaviridae
AY421760.1,Picornaviridae
AY421761.1,Picornaviridae
AY421762.1,Picornaviridae
AY421763.1,Picornaviridae
AY421764.1,Picornaviridae
AY421765.1,Picornaviridae
AY421766.1,Picornaviridae
AY421768.1,Picornaviridae
AY422070.1,Closteroviridae
AY423772.1,Fuselloviridae
AY426531.1,Picornaviridae
AY427798.1,Tobaniviridae
AY430810.1,Baculoviridae
AY437609.1,Potyviridae
AY446894.2,Orthoherpesviridae
AY453411.1,Flaviviridae
AY461421.1,Betaflexiviridae
AY462106.1,Picornaviridae
AY485276.1,Potyviridae
AY487947.1,Adenoviridae
AY488137.2,Closteroviridae
AY488138.2,Closteroviridae
AY493509.1,Caulimoviridae
AY494081.1,Arenaviridae
AY494853.1,Hepadnaviridae
AY495969.1,Adenoviridae
AY496069.1,Bromoviridae
AY500236.1,Bromoviridae
AY500237.1,Bromoviridae
AY500238.1,Bromoviridae
AY500881.1,Tombusviridae
AY500882.1,Tombusviridae
AY500886.1,Tombusviridae
AY509253.2,Malacoherpesviridae
AY521625.1,Iridoviridae
AY528864.1,Orthoherpesviridae
AY530876.1,Adenoviridae
AY530877.1,Adenoviridae
AY530878.1,Adenoviridae
AY532606.1,Iridoviridae
AY533037.2,Fusariviridae
AY533038.1,Partitiviridae
AY535004.1,Hepeviridae
AY535016.1,Aspiviridae
AY541039.1,Tombusviridae
AY543070.1,Demerecviridae
AY548484.1,Iridoviridae
AY556057.1,Picornaviridae
AY556070.1,Picornaviridae
AY561500.1,Pseudototiviridae
AY563023.1,Picornaviridae
AY563040.2,Fimoviridae
AY567487.2,Coronaviridae
AY569307.1,Turriviridae
AY570982.3,Artiviridae
AY576273.1,Mesyanzhinovviridae
AY578085.1,Potyviridae
AY593726.1,Peribunyaviridae
AY593727.1,Peribunyaviridae
AY593731.1,Peribunyaviridae
AY593752.1,Picornaviridae
AY593805.1,Picornaviridae
AY593829.1,Picornaviridae
AY593849.1,Picornaviridae
AY594353.1,Alphatetraviridae
AY597011.2,Coronaviridae
AY598782.1,Adenoviridae
AY601633.1,Adenoviridae
AY603052.1,Partitiviridae
AY607587.1,Spinareoviridae
AY609301.1,Papillomaviridae
AY613852.2,Tombusviridae
AY613950.1,Coronaviridae
AY615211.1,Partitiviridae
AY616760.1,Tombusviridae
AY618417.1,Rhabdoviridae
AY618418.1,Rhabdoviridae
AY622943.1,Parvoviridae
AY623626.1,Potyviridae
AY623627.1,Potyviridae
AY626825.4,Potyviridae
AY632536.4,Flaviviridae
AY632539.4,Flaviviridae
AY632540.2,Flaviviridae
AY632541.4,Flaviviridae
AY634314.1,Dicistroviridae
AY640317.1,Pneumoviridae
AY642590.1,Potyviridae
AY651850.1,Circoviridae
AY654892.1,Aspiviridae
AY656816.1,Potyviridae
AY665654.1,Parvoviridae
AY665713.1,Orthoherpesviridae
AY666015.1,Iridoviridae
AY666122.2,Anelloviridae
AY675353.1,Hantaviridae
AY682195.1,Herelleviridae
AY684126.1,Papillomaviridae
AY685218.1,Potyviridae
AY686718.1,Tospoviridae
AY689436.1,Poxviridae
AY695933.1,Solemoviridae
AY697300.1,Potyviridae
AY697458.1,Picornaviridae
AY697459.1,Picornaviridae
AY697460.1,Picornaviridae
AY699705.1,Aliceevansviridae
AY700211.1,Coronaviridae
AY701338.1,Tectiviridae
AY705784.1,Partitiviridae
AY707771.1,Bromoviridae
AY707772.1,Bromoviridae
AY713379.1,Betaflexiviridae
AY714348.1,Inoviridae
AY714813.1,Orthoherpesviridae
AY722648.1,Papillomaviridae
AY722806.1,Globuloviridae
AY729016.1,Pneumoviridae
AY730274.2,Sarkviridae
AY737797.1,Adenoviridae
AY737798.1,Adenoviridae
AY738336.1,Partitiviridae
AY743591.2,Bromoviridae
AY750155.1,Caulimoviridae
AY751737.1,Partitiviridae
AY751777.1,Tymoviridae
AY751780.1,Tymoviridae
AY751783.1,Picornaviridae
AY763115.1,Papillomaviridae
AY771780.1,Adenoviridae
AY772169.1,Arenaviridae
AY772170.1,Arenaviridae
AY776335.2,Closteroviridae
AY780919.1,Birnaviridae
AY780926.1,Birnaviridae
AY781152.3,Flaviviridae
AY789137.1,Tymoviridae
AY789138.1,Alphaflexiviridae
AY792620.1,Closteroviridae
AY803294.1,Adenoviridae
AY805074.1,Caulimoviridae
AY823991.1,Anelloviridae
AY830918.1,Tombusviridae
AY839756.1,Orthoherpesviridae
AY840978.1,Rhabdoviridae
AY842951.1,Retroviridae
AY843297.1,Picornaviridae
AY843299.1,Picornaviridae
AY843301.1,Picornaviridae
AY843303.1,Picornaviridae
AY843304.1,Picornaviridae
AY843305.1,Picornaviridae
AY843306.1,Picornaviridae
AY843307.1,Picornaviridae
AY843308.1,Picornaviridae
AY847350.1,Arenaviridae
AY847351.1,Arenaviridae
AY848689.1,Tectiviridae
AY857869.1,Phycodnaviridae
AY861351.2,Potyviridae
AY863024.1,Alphaflexiviridae
AY864330.1,Baculoviridae
AY867502.1,Tospoviridae
AY875648.1,Adenoviridae
AY881628.1,Closteroviridae
AY884005.1,Tymoviridae
AY894343.1,Iridoviridae
AY900001.1,Paramyxoviridae
AY903447.1,Closteroviridae
AY903448.1,Closteroviridae
AY904722.1,Papillomaviridae
AY904723.1,Papillomaviridae
AY904724.1,Papillomaviridae
AY912055.1,Potyviridae
AY924390.1,Arenaviridae
AY924391.1,Arenaviridae
AY924393.1,Arenaviridae
AY924395.1,Arenaviridae
AY939844.2,Kyanoviridae
AY940168.2,Kyanoviridae
AY949771.1,Flaviviridae
AY954248.1,Potyviridae
AY954969.1,Herelleviridae
AY954970.1,Herelleviridae
AY956384.1,Solemoviridae
AY956402.1,Papillomaviridae
AY967407.1,Straboviridae
AY994084.1,Potyviridae
BD171712.1,Potyviridae
BK005918.1,Paramyxoviridae
BK010347.1,Amalgaviridae
BK010348.1,Amalgaviridae
BK010423.1,Mitoviridae
BK010425.1,Mitoviridae
BK010426.1,Mitoviridae
BK010427.1,Mitoviridae
BK010428.1,Mitoviridae
BK010429.1,Mitoviridae
BK010471.1,Intestiviridae
BK010890.1,Eupolintoviridae
BK011003.1,Eupolintoviridae
BK013145.1,Solemoviridae
BK013325.1,Secoviridae
BK013337.1,Simuloviridae
BK013338.1,Simuloviridae
BK013355.1,Fiersviridae
BK013357.1,Fiersviridae
BK013358.1,Fiersviridae
BK013359.1,Blumeviridae
BK013360.1,Blumeviridae
BK013361.1,Fiersviridae
BK013362.1,Blumeviridae
BK013364.1,Blumeviridae
BK013365.1,Fiersviridae
BK013366.1,Fiersviridae
BK013367.1,Fiersviridae
BK013370.1,Steitzviridae
BK013373.1,Atkinsviridae
BK013374.1,Fiersviridae
BK013376.1,Fiersviridae
BK013377.1,Fiersviridae
BK013378.1,Fiersviridae
BK013379.1,Steitzviridae
BK013381.1,Steitzviridae
BK013382.1,Fiersviridae
BK013383.1,Steitzviridae
BK013384.1,Steitzviridae
BK013385.1,Steitzviridae
BK013387.1,Steitzviridae
BK013388.1,Steitzviridae
BK013389.1,Steitzviridae
BK013390.1,Fiersviridae
BK013391.1,Steitzviridae
BK013392.1,Atkinsviridae
BK013393.1,Steitzviridae
BK013394.1,Steitzviridae
BK013395.1,Fiersviridae
BK013396.1,Steitzviridae
BK013398.1,Steitzviridae
BK013399.1,Steitzviridae
BK013400.1,Steitzviridae
BK013401.1,Steitzviridae
BK013402.1,Steitzviridae
BK013403.1,Atkinsviridae
BK013405.1,Fiersviridae
BK013406.1,Fiersviridae
BK013407.1,Steitzviridae
BK013408.1,Steitzviridae
BK013411.1,Steitzviridae
BK013413.1,Steitzviridae
BK013414.1,Atkinsviridae
BK013415.1,Fiersviridae
BK013417.1,Steitzviridae
BK013418.1,Steitzviridae
BK013419.1,Steitzviridae
BK013420.1,Atkinsviridae
BK013421.1,Atkinsviridae
BK013423.1,Steitzviridae
BK013424.1,Steitzviridae
BK013426.1,Steitzviridae
BK013427.1,Fiersviridae
BK013429.1,Fiersviridae
BK013430.1,Steitzviridae
BK013431.1,Steitzviridae
BK013432.1,Steitzviridae
BK013433.1,Fiersviridae
BK013435.1,Steitzviridae
BK013436.1,Fiersviridae
BK013437.1,Fiersviridae
BK013439.1,Steitzviridae
BK013440.1,Fiersviridae
BK013442.1,Fiersviridae
BK013443.1,Steitzviridae
BK013446.1,Steitzviridae
BK013447.1,Steitzviridae
BK013448.1,Atkinsviridae
BK013449.1,Steitzviridae
BK013450.1,Steitzviridae
BK013451.1,Steitzviridae
BK013452.1,Steitzviridae
BK013453.1,Fiersviridae
BK013454.1,Steitzviridae
BK013455.1,Steitzviridae
BK013456.1,Atkinsviridae
BK013458.1,Steitzviridae
BK013459.1,Steitzviridae
BK013460.1,Blumeviridae
BK013461.1,Steitzviridae
BK013463.1,Steitzviridae
BK013464.1,Fiersviridae
BK013466.1,Steitzviridae
BK013467.1,Steitzviridae
BK013468.1,Steitzviridae
BK013469.1,Atkinsviridae
BK013470.1,Steitzviridae
BK013472.1,Fiersviridae
BK013473.1,Steitzviridae
BK013474.1,Steitzviridae
BK013475.1,Steitzviridae
BK013476.1,Steitzviridae
BK013477.1,Steitzviridae
BK013479.1,Steitzviridae
BK013480.1,Steitzviridae
BK013481.1,Steitzviridae
BK013482.1,Steitzviridae
BK013484.1,Steitzviridae
BK013487.1,Fiersviridae
BK013488.1,Steitzviridae
BK013491.1,Fiersviridae
BK013492.1,Atkinsviridae
BK013493.1,Steitzviridae
BK013494.1,Steitzviridae
BK013495.1,Steitzviridae
BK013496.1,Steitzviridae
BK013497.1,Fiersviridae
BK013498.1,Atkinsviridae
BK013499.1,Steitzviridae
BK013500.1,Steitzviridae
BK013501.1,Steitzviridae
BK013502.1,Atkinsviridae
BK013503.1,Fiersviridae
BK013504.1,Steitzviridae
BK013505.1,Fiersviridae
BK013506.1,Steitzviridae
BK013507.1,Steitzviridae
BK013508.1,Steitzviridae
BK013509.1,Steitzviridae
BK013510.1,Steitzviridae
BK013511.1,Steitzviridae
BK013513.1,Fiersviridae
BK013514.1,Atkinsviridae
BK013515.1,Steitzviridae
BK013516.1,Steitzviridae
BK013519.1,Fiersviridae
BK013521.1,Fiersviridae
BK013522.1,Atkinsviridae
BK013523.1,Steitzviridae
BK013524.1,Atkinsviridae
BK013525.1,Steitzviridae
BK013526.1,Atkinsviridae
BK013527.1,Steitzviridae
BK013528.1,Fiersviridae
BK013529.1,Steitzviridae
BK013530.1,Steitzviridae
BK013531.1,Fiersviridae
BK013534.1,Steitzviridae
BK013538.1,Steitzviridae
BK013539.1,Atkinsviridae
BK013540.1,Steitzviridae
BK013541.1,Steitzviridae
BK013542.1,Steitzviridae
BK013543.1,Steitzviridae
BK013544.1,Steitzviridae
BK013545.1,Atkinsviridae
BK013546.1,Steitzviridae
BK013547.1,Fiersviridae
BK013548.1,Fiersviridae
BK013549.1,Fiersviridae
BK013550.1,Steitzviridae
BK013551.1,Fiersviridae
BK013552.1,Steitzviridae
BK013553.1,Steitzviridae
BK013554.1,Fiersviridae
BK013555.1,Steitzviridae
BK013556.1,Steitzviridae
BK013557.1,Steitzviridae
BK013558.1,Steitzviridae
BK013559.1,Steitzviridae
BK013560.1,Steitzviridae
BK013561.1,Steitzviridae
BK013563.1,Steitzviridae
BK013564.1,Atkinsviridae
BK013565.1,Steitzviridae
BK013566.1,Steitzviridae
BK013567.1,Steitzviridae
BK013568.1,Steitzviridae
BK013569.1,Fiersviridae
BK013570.1,Steitzviridae
BK013571.1,Steitzviridae
BK013573.1,Fiersviridae
BK013574.1,Atkinsviridae
BK013575.1,Blumeviridae
BK013576.1,Steitzviridae
BK013577.1,Fiersviridae
BK013580.1,Fiersviridae
BK013581.1,Fiersviridae
BK013582.1,Fiersviridae
BK013583.1,Fiersviridae
BK013584.1,Blumeviridae
BK013585.1,Fiersviridae
BK013586.1,Blumeviridae
BK013587.1,Blumeviridae
BK013588.1,Steitzviridae
BK013589.1,Steitzviridae
BK013591.1,Steitzviridae
BK013592.1,Fiersviridae
BK013593.1,Fiersviridae
BK013594.1,Fiersviridae
BK013596.1,Steitzviridae
BK013597.1,Fiersviridae
BK013598.1,Fiersviridae
BK013599.1,Steitzviridae
BK013600.1,Steitzviridae
BK013601.1,Steitzviridae
BK013602.1,Fiersviridae
BK013605.1,Fiersviridae
BK013606.1,Fiersviridae
BK013607.1,Atkinsviridae
BK013608.1,Fiersviridae
BK013609.1,Atkinsviridae
BK013611.1,Duinviridae
BK013612.1,Fiersviridae
BK013614.1,Fiersviridae
BK013615.1,Fiersviridae
BK013616.1,Fiersviridae
BK013617.1,Fiersviridae
BK013618.1,Fiersviridae
BK013619.1,Fiersviridae
BK013620.1,Fiersviridae
BK013622.1,Fiersviridae
BK013623.1,Fiersviridae
BK013625.1,Fiersviridae
BK013627.1,Fiersviridae
BK013628.1,Fiersviridae
BK013629.1,Atkinsviridae
BK013630.1,Atkinsviridae
BK013632.1,Steitzviridae
BK013633.1,Blumeviridae
BK013634.1,Blumeviridae
BK013635.1,Fiersviridae
BK013636.1,Fiersviridae
BK013639.1,Steitzviridae
BK013640.1,Fiersviridae
BK013643.1,Fiersviridae
BK013645.1,Fiersviridae
BK013646.1,Fiersviridae
BK013647.1,Steitzviridae
BK013648.1,Steitzviridae
BK013649.1,Fiersviridae
BK013650.1,Fiersviridae
BK013651.1,Fiersviridae
BK013653.1,Atkinsviridae
BK013654.1,Steitzviridae
BK013655.1,Fiersviridae
BK013656.1,Fiersviridae
BK013657.1,Blumeviridae
BK013658.1,Steitzviridae
BK013659.1,Steitzviridae
BK013660.1,Fiersviridae
BK013661.1,Atkinsviridae
BK013662.1,Fiersviridae
BK013664.1,Atkinsviridae
BK013665.1,Fiersviridae
BK013667.1,Fiersviridae
BK013668.1,Steitzviridae
BK013670.1,Steitzviridae
BK013671.1,Steitzviridae
BK013672.1,Fiersviridae
BK013675.1,Blumeviridae
BK013676.1,Fiersviridae
BK013677.1,Fiersviridae
BK013678.1,Steitzviridae
BK013679.1,Fiersviridae
BK013684.1,Atkinsviridae
BK013685.1,Duinviridae
BK013687.1,Fiersviridae
BK013688.1,Fiersviridae
BK013689.1,Steitzviridae
BK013690.1,Steitzviridae
BK013692.1,Fiersviridae
BK013694.1,Steitzviridae
BK013695.1,Atkinsviridae
BK013696.1,Fiersviridae
BK013697.1,Fiersviridae
BK013698.1,Fiersviridae
BK013699.1,Fiersviridae
BK013700.1,Fiersviridae
BK013701.1,Fiersviridae
BK013702.1,Fiersviridae
BK013704.1,Steitzviridae
BK013705.1,Steitzviridae
BK013706.1,Fiersviridae
BK013707.1,Fiersviridae
BK013708.1,Fiersviridae
BK013711.1,Atkinsviridae
BK013712.1,Steitzviridae
BK013713.1,Atkinsviridae
BK013714.1,Fiersviridae
BK013715.1,Blumeviridae
BK013717.1,Blumeviridae
BK013718.1,Fiersviridae
BK013719.1,Fiersviridae
BK013720.1,Fiersviridae
BK013721.1,Fiersviridae
BK013722.1,Fiersviridae
BK013723.1,Steitzviridae
BK013724.1,Fiersviridae
BK013725.1,Fiersviridae
BK013726.1,Atkinsviridae
BK013727.1,Atkinsviridae
BK013729.1,Fiersviridae
BK013730.1,Blumeviridae
BK013731.1,Steitzviridae
BK013732.1,Fiersviridae
BK013733.1,Steitzviridae
BK013734.1,Steitzviridae
BK013736.1,Fiersviridae
BK013737.1,Steitzviridae
BK013738.1,Fiersviridae
BK013739.1,Fiersviridae
BK013740.1,Blumeviridae
BK013741.1,Blumeviridae
BK013742.1,Blumeviridae
BK013743.1,Fiersviridae
BK013745.1,Fiersviridae
BK013746.1,Fiersviridae
BK013747.1,Steitzviridae
BK013748.1,Steitzviridae
BK013749.1,Fiersviridae
BK013750.1,Fiersviridae
BK013751.1,Duinviridae
BK013752.1,Fiersviridae
BK013753.1,Fiersviridae
BK013755.1,Atkinsviridae
BK013756.1,Steitzviridae
BK013757.1,Fiersviridae
BK013758.1,Fiersviridae
BK013759.1,Fiersviridae
BK013760.1,Atkinsviridae
BK013761.1,Atkinsviridae
BK013762.1,Fiersviridae
BK013763.1,Steitzviridae
BK013764.1,Atkinsviridae
BK013765.1,Atkinsviridae
BK013767.1,Fiersviridae
BK013768.1,Atkinsviridae
BK013769.1,Steitzviridae
BK013770.1,Atkinsviridae
BK013771.1,Steitzviridae
BK013772.1,Steitzviridae
BK013773.1,Fiersviridae
BK013775.1,Steitzviridae
BK013777.1,Fiersviridae
BK013778.1,Fiersviridae
BK013780.1,Atkinsviridae
BK013781.1,Atkinsviridae
BK013782.1,Steitzviridae
BK013783.1,Fiersviridae
BK013784.1,Fiersviridae
BK013785.1,Atkinsviridae
BK013786.1,Steitzviridae
BK013787.1,Steitzviridae
BK013788.1,Steitzviridae
BK013789.1,Steitzviridae
BK013790.1,Steitzviridae
BK013794.1,Steitzviridae
BK013796.1,Steitzviridae
BK013797.1,Steitzviridae
BK013798.1,Steitzviridae
BK013799.1,Fiersviridae
BK013800.1,Fiersviridae
BK013801.1,Steitzviridae
BK013802.1,Fiersviridae
BK013803.1,Steitzviridae
BK013805.1,Steitzviridae
BK013806.1,Steitzviridae
BK013807.1,Fiersviridae
BK013808.1,Steitzviridae
BK013809.1,Steitzviridae
BK013810.1,Steitzviridae
BK013813.1,Steitzviridae
BK013814.1,Steitzviridae
BK013815.1,Steitzviridae
BK013816.1,Steitzviridae
BK013817.1,Steitzviridae
BK013818.1,Steitzviridae
BK013819.1,Fiersviridae
BK013821.1,Steitzviridae
BK013822.1,Fiersviridae
BK013824.1,Fiersviridae
BK013825.1,Steitzviridae
BK013826.1,Steitzviridae
BK013827.1,Steitzviridae
BK013828.1,Steitzviridae
BK013830.1,Steitzviridae
BK013831.1,Steitzviridae
BK013832.1,Steitzviridae
BK013833.1,Fiersviridae
BK013834.1,Steitzviridae
BK013836.1,Steitzviridae
BK013837.1,Steitzviridae
BK013838.1,Fiersviridae
BK013839.1,Steitzviridae
BK013840.1,Atkinsviridae
BK013841.1,Steitzviridae
BK013842.1,Steitzviridae
BK013843.1,Steitzviridae
BK013844.1,Steitzviridae
BK013846.1,Fiersviridae
BK013847.1,Fiersviridae
BK013848.1,Steitzviridae
BK013849.1,Fiersviridae
BK013850.1,Steitzviridae
BK013853.1,Steitzviridae
BK013854.1,Fiersviridae
BK013856.1,Fiersviridae
BK013857.1,Steitzviridae
BK013859.1,Fiersviridae
BK013860.1,Steitzviridae
BK013862.1,Fiersviridae
BK013863.1,Fiersviridae
BK013864.1,Steitzviridae
BK013867.1,Steitzviridae
BK013868.1,Steitzviridae
BK013869.1,Steitzviridae
BK013870.1,Steitzviridae
BK013871.1,Steitzviridae
BK013873.1,Steitzviridae
BK013874.1,Steitzviridae
BK013875.1,Atkinsviridae
BK013877.1,Fiersviridae
BK013878.1,Steitzviridae
BK013880.1,Atkinsviridae
BK013881.1,Steitzviridae
BK013882.1,Steitzviridae
BK013883.1,Fiersviridae
BK013884.1,Steitzviridae
BK013885.1,Atkinsviridae
BK013886.1,Steitzviridae
BK013887.1,Steitzviridae
BK013888.1,Atkinsviridae
BK013889.1,Steitzviridae
BK013890.1,Steitzviridae
BK013891.1,Steitzviridae
BK013892.1,Fiersviridae
BK013893.1,Fiersviridae
BK013894.1,Steitzviridae
BK013895.1,Steitzviridae
BK013896.1,Steitzviridae
BK013897.1,Steitzviridae
BK013898.1,Steitzviridae
BK013899.1,Fiersviridae
BK013900.1,Fiersviridae
BK013902.1,Atkinsviridae
BK013903.1,Steitzviridae
BK013905.1,Steitzviridae
BK013906.1,Steitzviridae
BK013907.1,Steitzviridae
BK013908.1,Steitzviridae
BK013910.1,Steitzviridae
BK013912.1,Steitzviridae
BK013914.1,Steitzviridae
BK013915.1,Atkinsviridae
BK013916.1,Fiersviridae
BK013917.1,Steitzviridae
BK013918.1,Fiersviridae
BK013919.1,Steitzviridae
BK013921.1,Fiersviridae
BK013922.1,Steitzviridae
BK013924.1,Steitzviridae
BK013926.1,Steitzviridae
BK013927.1,Steitzviridae
BK013928.1,Steitzviridae
BK013929.1,Fiersviridae
BK013930.1,Steitzviridae
BK013932.1,Steitzviridae
BK013933.1,Fiersviridae
BK013934.1,Atkinsviridae
BK013935.1,Atkinsviridae
BK013937.1,Steitzviridae
BK013938.1,Steitzviridae
BK013939.1,Steitzviridae
BK013940.1,Steitzviridae
BK013941.1,Steitzviridae
BK013942.1,Steitzviridae
BK013943.1,Steitzviridae
BK013944.1,Steitzviridae
BK013946.1,Fiersviridae
BK013947.1,Steitzviridae
BK013948.1,Atkinsviridae
BK013949.1,Atkinsviridae
BK013950.1,Steitzviridae
BK013951.1,Steitzviridae
BK013954.1,Steitzviridae
BK013955.1,Steitzviridae
BK013956.1,Steitzviridae
BK013957.1,Fiersviridae
BK013959.1,Fiersviridae
BK013960.1,Steitzviridae
BK013962.1,Steitzviridae
BK013963.1,Steitzviridae
BK013964.1,Steitzviridae
BK013965.1,Steitzviridae
BK013967.1,Atkinsviridae
BK013968.1,Steitzviridae
BK013970.1,Steitzviridae
BK013971.1,Steitzviridae
BK013973.1,Steitzviridae
BK013975.1,Atkinsviridae
BK013976.1,Steitzviridae
BK013979.1,Steitzviridae
BK013980.1,Steitzviridae
BK013983.1,Fiersviridae
BK013984.1,Steitzviridae
BK013985.1,Steitzviridae
BK013986.1,Fiersviridae
BK013988.1,Steitzviridae
BK013989.1,Steitzviridae
BK013990.1,Fiersviridae
BK013993.1,Steitzviridae
BK013994.1,Steitzviridae
BK013995.1,Fiersviridae
BK013996.1,Fiersviridae
BK013998.1,Steitzviridae
BK013999.1,Steitzviridae
BK014001.1,Steitzviridae
BK014002.1,Atkinsviridae
BK014003.1,Fiersviridae
BK014005.1,Steitzviridae
BK014006.1,Fiersviridae
BK014008.1,Steitzviridae
BK014010.1,Steitzviridae
BK014011.1,Atkinsviridae
BK014012.1,Steitzviridae
BK014015.1,Steitzviridae
BK014017.1,Atkinsviridae
BK014018.1,Steitzviridae
BK014019.1,Steitzviridae
BK014020.1,Steitzviridae
BK014021.1,Fiersviridae
BK014023.1,Steitzviridae
BK014024.1,Steitzviridae
BK014025.1,Steitzviridae
BK014026.1,Steitzviridae
BK014027.1,Steitzviridae
BK014029.1,Steitzviridae
BK014031.1,Steitzviridae
BK014032.1,Steitzviridae
BK014033.1,Steitzviridae
BK014034.1,Steitzviridae
