genome1,genome2,y
AB033998.1,KJ857321.1,0
AB033998.1,JX173276.1,0
AB037926.1,AB025946.2,1
AB037926.1,AB028668.1,1
AB037926.1,AB038629.1,1
AB037926.1,AB041007.1,1
AB037926.1,AB041960.1,1
AB037926.1,AB041962.1,1
AB037926.1,AB041963.1,1
AB037926.1,AB049608.1,1
AB037926.1,AB060594.1,1
AB037926.1,AB060597.1,1
AB037926.1,BK014219.1,0
AB037926.1,GU182406.1,0
AB037926.1,MH491968.1,0
AB037926.1,KP784454.2,0
AB037926.1,MK896557.1,0
AB037926.1,ON843766.1,0
AB037926.1,GQ404854.1,0
AB037926.1,MF385016.1,0
AB037926.1,OQ198141.1,0
AB037926.1,MZ983390.1,0
AB038147.1,AF441393.1,1
AB038147.1,D11028.1,1
AB038147.1,AF218798.2,1
AB038147.1,KX159470.1,1
AB038147.1,EU024678.1,1
AB038147.1,EU151723.4,1
AB038147.1,U57305.1,1
AB038147.1,AJ557804.1,1
AB038147.1,X83964.1,1
AB038147.1,KC559092.1,1
AB038147.1,KM233624.1,0
AB038147.1,MK896478.1,0
AB038147.1,CASDWV010001223.1,0
AB038147.1,GQ150782.1,0
AB038147.1,KP792668.1,0
AB038147.1,OP627658.1,0
AB038147.1,KU043448.1,0
AB038147.1,KU095840.1,0
AB038147.1,KJ676450.1,0
AB038147.1,DQ163914.1,0
AB038343.1,AY686718.1,1
AB038343.1,AY867502.1,1
AB038343.1,D00645.1,1
AB038343.1,DQ256123.1,1
AB038343.1,GU584184.1,1
AB038343.1,HQ402596.1,1
AB038343.1,HQ728387.1,1
AB038343.1,JN587268.1,1
AB038343.1,JX833564.1,1
AB038343.1,KJ541744.1,1
AB038343.1,MW579753.1,0
AB038343.1,MK896633.1,0
AB038343.1,KU297983.1,0
AB038343.1,MN988486.1,0
AB038343.1,MZ679638.1,0
AB038343.1,KX882952.1,0
AB038343.1,CASDWV010000573.1,0
AB038343.1,KC292025.1,0
AB038343.1,OP313018.1,0
AB038343.1,HM119404.1,0
AB038621.1,AB025946.2,1
AB038621.1,AB026929.1,1
AB038621.1,AB026931.1,1
AB038621.1,AB028668.1,1
AB038621.1,AB037926.1,1
AB038621.1,AB038625.1,1
AB038621.1,AB038627.1,1
AB038621.1,AB038629.1,1
AB038621.1,AB038630.1,1
AB038621.1,AB041007.1,1
AB038621.1,MT498815.1,0
AB038621.1,D00214.1,0
AB038621.1,MT538084.1,1
AB038621.1,HQ003891.1,0
AB038621.1,AY012687.1,0
AB038621.1,BK013756.1,0
AB038621.1,KJ867183.1,0
AB038621.1,KT862810.1,0
AB038621.1,MT418680.1,0
AB038621.1,BK068101.1,0
AB038625.1,AB038627.1,1
AB038625.1,AB041963.1,1
AB038625.1,EF538882.1,1
AB038625.1,LC381845.1,1
AB038625.1,MH017546.1,1
AB038625.1,MH017563.1,1
AB038625.1,MH649114.1,1
AB038625.1,MK212031.1,1
AB038625.1,MN774956.1,1
AB038625.1,AB025946.2,1
AB038625.1,U80934.1,0
AB038625.1,MK682515.1,0
AB038625.1,ON024088.1,0
AB038625.1,JN997473.1,0
AB038625.1,MW042804.1,0
AB038625.1,KJ194604.1,1
AB038625.1,MN119736.1,0
AB038625.1,MG600022.1,0
AB038625.1,X98291.3,0
AB038625.1,M74904.1,0
AB038627.1,AB038625.1,1
AB038627.1,AB041963.1,1
AB038627.1,EF538882.1,1
AB038627.1,LC381845.1,1
AB038627.1,MH017546.1,1
AB038627.1,MH017563.1,1
AB038627.1,MH649114.1,1
AB038627.1,MK212031.1,1
AB038627.1,MN774956.1,1
AB038627.1,AB025946.2,1
AB038627.1,MT646406.1,0
AB038627.1,MK896535.1,0
AB038627.1,KU686212.1,0
AB038627.1,MF062140.1,0
AB038627.1,AF013369.1,0
AB038627.1,KX833211.1,0
AB038627.1,MG589387.1,0
AB038627.1,HM119431.1,0
AB038627.1,AF013407.1,0
AB038627.1,JX403941.1,0
AB038629.1,AB041962.1,1
AB038629.1,AB041963.1,1
AB038629.1,AB290917.1,1
AB038629.1,AB303552.1,1
AB038629.1,AB303553.1,1
AB038629.1,AB303554.1,1
AB038629.1,AB303560.1,1
AB038629.1,AB303561.1,1
AB038629.1,AB303564.1,1
AB038629.1,AB303566.1,1
AB038629.1,AF235166.1,0
AB038629.1,PP382205.1,0
AB038629.1,LC553711.1,0
AB038629.1,JX560968.1,0
AB038629.1,OM777135.1,0
AB038629.1,KF297905.1,0
AB038629.1,MG846358.1,0
AB038629.1,EF460875.1,0
AB038629.1,D21829.2,0
AB038629.1,BK013929.1,0
AB038630.1,AB025946.2,1
AB038630.1,AB026929.1,1
AB038630.1,AB026931.1,1
AB038630.1,AB028668.1,1
AB038630.1,AB038625.1,1
AB038630.1,AB038627.1,1
AB038630.1,AB041007.1,1
AB038630.1,AB041958.2,1
AB038630.1,AB041963.1,1
AB038630.1,AB049608.1,1
AB038630.1,GU245693.2,0
AB038630.1,KX470552.1,0
AB038630.1,MN032614.2,0
AB038630.1,ON087563.1,0
AB038630.1,GU810903.1,0
AB038630.1,HQ331142.1,0
AB038630.1,MZ679472.1,0
AB038630.1,AF499925.1,0
AB038630.1,CASDWV010003407.1,0
AB038630.1,MK643151.1,0
AB040456.1,AB027021.1,1
AB040456.1,AB745694.1,1
AB040456.1,AF131950.1,1
AB040456.1,AF227240.1,1
AB040456.1,AF436128.1,1
AB040456.1,AF436130.1,1
AB040456.1,AF531420.1,1
AB040456.1,AY609301.1,1
AB040456.1,AY684126.1,1
AB040456.1,AY722648.1,1
AB040456.1,CASDWV010000939.1,0
AB040456.1,KP792713.1,0
AB040456.1,AB551370.1,0
AB040456.1,M11458.1,0
AB040456.1,LC075485.1,0
AB040456.1,MN532642.1,0
AB040456.1,MK373771.1,0
AB040456.1,MK521907.1,0
AB040456.1,MK035729.1,0
AB040456.1,HM236949.1,0
AB040749.1,KY432931.1,1
AB040749.1,KJ934637.1,1
AB040749.1,MF947444.1,1
AB040749.1,KF006985.1,1
AB040749.1,MF358731.1,1
AB040749.1,AB084788.1,1
AB040749.1,KF831027.1,1
AB040749.1,GU245693.2,1
AB040749.1,KT880665.1,1
AB040749.1,KJ641691.1,1
AB040749.1,OP361299.1,0
AB040749.1,CASDWV010003407.1,0
AB040749.1,JF973687.1,1
AB040749.1,KC292022.1,0
AB040749.1,KX698424.1,0
AB040749.1,OL744215.1,0
AB040749.1,BK013466.1,0
AB040749.1,MK931442.1,0
AB040749.1,L63545.1,0
AB040749.1,KF297902.1,0
AB040874.1,JX051319.1,1
AB040874.1,AF017149.3,1
AB040874.1,AF212302.2,1
AB040874.1,JX051320.1,1
AB040874.1,KP271124.1,1
AB040874.1,MT823463.1,1
AB040874.1,X64275.1,1
AB040874.1,AF052755.1,1
AB040874.1,AF298895.2,1
AB040874.1,AY141760.2,1
AB040874.1,FJ692500.1,0
AB040874.1,CASDWV010003025.1,0
AB040874.1,MK896535.1,0
AB040874.1,OP012469.1,0
AB040874.1,MN062091.1,0
AB040874.1,MH484332.1,0
AB040874.1,CASDWV010002287.1,0
AB040874.1,GU014533.1,0
AB040874.1,BK013459.1,0
AB040874.1,HM466936.1,0
AB041007.1,AB025946.2,1
AB041007.1,AB028668.1,1
AB041007.1,AB041963.1,1
AB041007.1,AB049608.1,1
AB041007.1,AF348409.1,1
AB041007.1,EF538882.1,1
AB041007.1,LC381845.1,1
AB041007.1,MH017546.1,1
AB041007.1,MH017563.1,1
AB041007.1,MH649114.1,1
AB041007.1,MW655991.1,0
AB041007.1,KM817630.1,0
AB041007.1,HM999995.1,0
AB041007.1,AB744679.1,0
AB041007.1,FM201281.1,0
AB041007.1,DQ813662.2,0
AB041007.1,KP900888.1,0
AB041007.1,KJ801920.1,0
AB041007.1,MK189193.1,0
AB041007.1,CASDWV010000366.1,0
AB041957.1,AB025946.2,1
AB041957.1,AB026929.1,1
AB041957.1,AB026931.1,1
AB041957.1,AB028668.1,1
AB041957.1,AB037926.1,1
AB041957.1,AB038621.1,1
AB041957.1,AB038625.1,1
AB041957.1,AB038627.1,1
AB041957.1,AB038629.1,1
AB041957.1,AB038630.1,1
AB041957.1,BK014067.1,0
AB041957.1,JX403942.1,0
AB041957.1,AM087123.2,0
AB041957.1,MG571099.1,0
AB041957.1,OU784549.1,0
AB041957.1,MH507155.1,0
AB041957.1,CASDWV010001781.1,0
AB041957.1,MN752231.1,0
AB041957.1,MW314718.1,0
AB041957.1,MG550112.1,0
AB041958.2,AB025946.2,1
AB041958.2,AB026929.1,1
AB041958.2,AB026931.1,1
AB041958.2,AB028668.1,1
AB041958.2,AB038625.1,1
AB041958.2,AB038627.1,1
AB041958.2,AB038630.1,1
AB041958.2,AB041007.1,1
AB041958.2,AB041963.1,1
AB041958.2,AB049608.1,1
AB041958.2,KJ641740.1,0
AB041958.2,MH172263.1,0
AB041958.2,LN881728.1,0
AB041958.2,KF373760.1,1
AB041958.2,KF894742.1,0
AB041958.2,MZ679498.1,0
AB041958.2,OL799328.1,0
AB041958.2,MT354565.1,0
AB041958.2,CASDWV010000494.1,0
AB041958.2,MZ679512.1,0
AB041959.1,AB025946.2,1
AB041959.1,AB026929.1,1
AB041959.1,AB026931.1,1
AB041959.1,AB028668.1,1
AB041959.1,AB037926.1,1
AB041959.1,AB038621.1,1
AB041959.1,AB038625.1,1
AB041959.1,AB038627.1,1
AB041959.1,AB038629.1,1
AB041959.1,AB038630.1,1
AB041959.1,AF133290.1,0
AB041959.1,JF912400.1,0
AB041959.1,QUVN01000024.1,0
AB041959.1,MZ221764.1,0
AB041959.1,KP153475.1,0
AB041959.1,AJ510223.1,0
AB041959.1,KT598226.1,0
AB041959.1,BK014213.1,0
AB041959.1,ON185589.1,0
AB041959.1,AB710145.1,0
AB041960.1,AB025946.2,1
AB041960.1,AB028668.1,1
AB041960.1,AB037926.1,1
AB041960.1,AB038629.1,1
AB041960.1,AB041007.1,1
AB041960.1,AB041962.1,1
AB041960.1,AB041963.1,1
AB041960.1,AB049608.1,1
AB041960.1,AB060594.1,1
AB041960.1,AB060597.1,1
AB041960.1,KU159765.1,0
AB041960.1,OK623355.1,0
AB041960.1,EF584537.1,0
AB041960.1,M17417.1,0
AB041960.1,AY615211.1,0
AB041960.1,MT682708.1,0
AB041960.1,MH939374.1,0
AB041960.1,MW896845.1,0
AB041960.1,CASDWV010003685.1,0
AB041960.1,MT328777.1,0
AB041962.1,AB038629.1,1
AB041962.1,AB041963.1,1
AB041962.1,AB290917.1,1
AB041962.1,AB303552.1,1
AB041962.1,AB303553.1,1
AB041962.1,AB303554.1,1
AB041962.1,AB303560.1,1
AB041962.1,AB303561.1,1
AB041962.1,AB303564.1,1
AB041962.1,AB303566.1,1
AB041962.1,KU885989.1,0
AB041962.1,MG917675.1,0
AB041962.1,MZ679552.1,0
AB041962.1,OM869487.1,0
AB041962.1,EU420139.1,0
AB041962.1,ON470592.1,0
AB041962.1,MZ634351.1,0
AB041962.1,JN867760.1,0
AB041962.1,MN013088.1,0
AB041962.1,OQ709218.1,0
AB041963.1,EF538882.1,1
AB041963.1,LC381845.1,1
AB041963.1,MH017546.1,1
AB041963.1,MH017563.1,1
AB041963.1,MH649114.1,1
AB041963.1,MK212031.1,1
AB041963.1,MN774956.1,1
AB041963.1,AB025946.2,1
AB041963.1,AB028668.1,1
AB041963.1,AB038625.1,1
AB041963.1,AB426608.1,0
AB041963.1,PQ167755.1,0
AB041963.1,MT844067.1,0
AB041963.1,JF923797.1,0
AB041963.1,KF541639.1,0
AB041963.1,MN187541.1,0
AB041963.1,CASDWV010002439.1,0
AB041963.1,BK013565.1,0
AB041963.1,MK896430.1,0
AB041963.1,MG545917.1,0
AB043678.1,AB043679.1,1
AB043678.1,MN719123.1,1
AB043678.1,MT188665.1,1
AB043678.1,MT188662.1,1
AB043678.1,MT188664.1,1
AB043678.1,MT188666.1,1
AB043678.1,MT193890.1,1
AB043678.1,AB012573.1,1
AB043678.1,AB012574.1,1
AB043678.1,AY242528.1,1
AB043678.1,X74466.1,0
AB043678.1,MN850596.1,0
AB043678.1,MH717709.1,0
AB043678.1,MK552327.1,0
AB043678.1,MK330772.1,0
AB043678.1,DQ098913.1,0
AB043678.1,JX219573.1,0
AB043678.1,ON843767.1,0
AB043678.1,KT008108.1,0
AB043678.1,MN850637.1,0
AB043679.1,AB043678.1,1
AB043679.1,MN719123.1,1
AB043679.1,MT188662.1,1
AB043679.1,MT188664.1,1
AB043679.1,MT188665.1,1
AB043679.1,MT188666.1,1
AB043679.1,MT193890.1,1
AB043679.1,AB012573.1,1
AB043679.1,AB012574.1,1
AB043679.1,AY714348.1,1
AB043679.1,MZ679469.1,0
AB043679.1,FJ715959.1,0
AB043679.1,AF499025.1,0
AB043679.1,KU925448.1,0
AB043679.1,JX027296.1,0
AB043679.1,AB588640.1,0
AB043679.1,MH973661.1,0
AB043679.1,KJ541746.1,0
AB043679.1,CASDWV010004480.1,0
AB043679.1,OM514507.1,0
AB049608.1,AB025946.2,1
AB049608.1,AB028668.1,1
AB049608.1,AB041007.1,1
AB049608.1,AB041963.1,1
AB049608.1,AF348409.1,1
AB049608.1,EF538882.1,1
AB049608.1,LC381845.1,1
AB049608.1,MH017546.1,1
AB049608.1,MH017563.1,1
AB049608.1,MH649114.1,1
AB049608.1,D00944.1,0
AB049608.1,EF646763.1,0
AB049608.1,MZ679726.1,0
AB049608.1,BK013433.1,0
AB049608.1,DQ504428.1,0
AB049608.1,MH616684.1,0
AB049608.1,BK013985.1,0
AB049608.1,MZ501051.1,0
AB049608.1,BK013401.1,0
AB049608.1,MZ679824.1,0
AB051848.1,ON241319.1,1
AB051848.1,AB032469.1,1
AB051848.1,JQ904630.1,1
AB051848.1,KJ789130.1,1
AB051848.1,KX000914.1,1
AB051848.1,AJ620300.1,1
AB051848.1,EU527979.1,1
AB051848.1,KP784454.2,1
AB051848.1,MK684348.1,1
AB051848.1,MZ189739.1,1
AB051848.1,JF906559.1,0
AB051848.1,MT138326.1,0
AB051848.1,MN070121.2,0
AB051848.1,CASDWV010003442.1,0
AB051848.1,KX355613.1,0
AB051848.1,BK013617.1,0
AB051848.1,JX080301.2,0
AB051848.1,CP025874.1,0
AB051848.1,CASDWV010001278.1,0
AB051848.1,CASDWV010002381.1,0
AB054688.1,GU810903.1,1
AB054688.1,AF277675.1,0
AB054688.1,M83830.1,1
AB054688.1,X00206.1,1
AB054688.1,X64886.1,1
AB054688.1,HM777507.1,0
AB054688.1,BK061322.1,1
AB054688.1,BK061335.1,1
AB054688.1,MH716806.1,1
AB054688.1,AB073147.1,1
AB054688.1,MH937471.1,0
AB054688.1,KU159766.1,0
AB054688.1,OQ680478.1,0
AB054688.1,MZ679563.1,0
AB054688.1,KT598227.1,0
AB054688.1,M33551.1,0
AB054688.1,KT862223.1,0
AB054688.1,KF697156.1,0
AB054688.1,JN420361.1,0
AB054688.1,EU770623.1,0
AB057358.1,AB025946.2,1
AB057358.1,AB026929.1,1
AB057358.1,AB026931.1,1
AB057358.1,AB028668.1,1
AB057358.1,AB037926.1,1
AB057358.1,AB038621.1,1
AB057358.1,AB038625.1,1
AB057358.1,AB038627.1,1
AB057358.1,AB038629.1,1
AB057358.1,AB038630.1,1
AB057358.1,MT733041.1,0
AB057358.1,MZ679712.1,0
AB057358.1,KU343154.1,0
AB057358.1,OX365879.1,0
AB057358.1,JX000024.1,0
AB057358.1,CASDWV010000377.1,0
AB057358.1,OR544056.1,0
AB057358.1,CU469068.1,0
AB057358.1,HQ331142.1,0
AB057358.1,KT727023.1,0
AB060594.1,AB025946.2,1
AB060594.1,AB028668.1,1
AB060594.1,AB037926.1,1
AB060594.1,AB038629.1,1
AB060594.1,AB041007.1,1
AB060594.1,AB041960.1,1
AB060594.1,AB041962.1,1
AB060594.1,AB041963.1,1
AB060594.1,AB049608.1,1
AB060594.1,AB060597.1,1
AB060594.1,CASDWV010001732.1,0
AB060594.1,JN593240.1,0
AB060594.1,KC330684.1,0
AB060594.1,EU043335.1,0
AB060594.1,MG917675.1,0
AB060594.1,KY432893.1,0
AB060594.1,KX882997.1,0
AB060594.1,ON746531.1,0
AB060594.1,MN163280.1,0
AB060594.1,BK013585.1,0
AB060597.1,AB025946.2,1
AB060597.1,AB028668.1,1
AB060597.1,AB037926.1,1
AB060597.1,AB038629.1,1
AB060597.1,AB041007.1,1
AB060597.1,AB041960.1,1
AB060597.1,AB041962.1,1
AB060597.1,AB041963.1,1
AB060597.1,AB049608.1,1
AB060597.1,AB060594.1,1
AB060597.1,OQ348154.1,0
AB060597.1,MN176230.1,0
AB060597.1,KX817327.1,0
AB060597.1,BK013837.1,0
AB060597.1,CASDWV010001716.1,0
AB060597.1,KU925470.1,0
AB060597.1,KC355457.1,0
AB060597.1,LC185216.1,0
AB060597.1,OQ295989.1,0
AB060597.1,AF131950.1,0
AB061774.1,AF025538.1,1
AB061774.1,AF133128.1,1
AB061774.1,FJ623474.1,1
AB061774.1,HQ700667.1,1
AB061774.1,KJ541746.1,1
AB061774.1,KX698424.1,1
AB061774.1,MG696851.1,1
AB061774.1,X93218.1,1
AB061774.1,DQ256124.1,1
AB061774.1,EU665255.1,0
AB061774.1,M97264.1,0
AB061774.1,KM573771.1,0
AB061774.1,MT040195.1,0
AB061774.1,BK061737.1,0
AB061774.1,CASDWV010004161.1,0
AB061774.1,KX577802.1,0
AB061774.1,KM199770.1,0
AB061774.1,ON164474.1,0
AB061774.1,AY488138.2,0
AB061774.1,MW579753.1,0
AB063393.2,GQ403789.1,1
AB063393.2,AY569307.1,0
AB063393.2,GU080336.1,0
AB063393.2,CP000830.1,0
AB063393.2,CP015418.1,0
AB063393.2,KF626666.1,0
AB063393.2,KF626667.1,0
AB063393.2,KU197013.1,0
AB063393.2,LR778216.1,0
AB063393.2,MF375456.1,0
AB063393.2,MK511066.1,0
AB063393.2,KT732823.1,0
AB063393.2,PP357453.1,0
AB063393.2,CASDWV010003439.1,0
AB063393.2,BK013929.1,0
AB063393.2,MW678989.1,0
AB063393.2,KF297903.1,0
AB063393.2,HM119435.1,0
AB063393.2,MK695679.1,0
AB063393.2,MN092353.1,0
AB066288.1,OL979628.1,1
AB066288.1,PP115950.1,1
AB066288.1,MH077559.1,1
AB066288.1,PP097219.1,1
AB066288.1,Z21647.1,1
AB066288.1,AB206396.1,1
AB066288.1,AB219105.1,1
AB066288.1,D00344.1,1
AB066288.1,D21829.2,0
AB066288.1,FJ670570.2,1
AB066288.1,U58771.1,0
AB066288.1,HM566175.1,0
AB066288.1,LC597437.1,0
AB066288.1,MK370036.1,0
AB066288.1,CASDWV010003149.1,0
AB066288.1,KM262782.1,0
AB066288.1,JX065207.1,0
AB066288.1,KC585008.1,0
AB066288.1,ON456901.1,0
AB066288.1,JN648103.1,0
AB073147.1,AF277675.1,0
AB073147.1,HM777507.1,0
AB073147.1,MH716806.1,1
AB073147.1,OP374158.1,1
AB073147.1,KY569301.1,1
AB073147.1,MK492273.1,1
AB073147.1,MT375548.1,1
AB073147.1,OR439368.1,1
AB073147.1,KX812815.1,1
AB073147.1,MT507290.1,1
AB073147.1,AF389455.1,0
AB073147.1,OM735686.1,0
AB073147.1,KX817313.1,0
AB073147.1,U88410.1,0
AB073147.1,AY884005.1,0
AB073147.1,BK013995.1,0
AB073147.1,CASDWV010000151.1,0
AB073147.1,LC348379.1,0
AB073147.1,MK994515.1,0
AB073147.1,BK013600.1,0
AB073148.2,AB649297.1,1
AB073148.2,AF020051.3,1
AB073148.2,AJ277435.1,1
AB073148.2,AY017339.1,1
AB073148.2,AY363727.1,1
AB073148.2,BK061329.1,1
AB073148.2,D12477.2,1
AB073148.2,FN691935.1,1
AB073148.2,FR851462.1,1
AB073148.2,JQ670669.1,1
AB073148.2,OR544056.1,1
AB073148.2,MZ571831.1,0
AB073148.2,ON602753.1,0
AB073148.2,AY330918.2,0
AB073148.2,KY744234.1,0
AB073148.2,OK149215.1,0
AB073148.2,MF509898.1,0
AB073148.2,DQ256125.1,0
AB073148.2,HE795097.1,0
AB073148.2,MT734806.1,0
AB075039.1,AB030277.1,1
AB075039.1,AB735628.2,1
AB075039.1,AJ867584.2,1
AB075039.1,BK014298.1,1
AB075039.1,BK014302.1,1
AB075039.1,BK014304.1,1
AB075039.1,BK014307.1,1
AB075039.1,BK014308.1,1
AB075039.1,BK014310.1,1
AB075039.1,BK014312.1,1
AB075039.1,MK578530.1,0
AB075039.1,BK013570.1,0
AB075039.1,OQ828306.1,0
AB075039.1,GU117633.1,0
AB075039.1,HQ728266.1,0
AB075039.1,BK013822.1,0
AB075039.1,LR215722.1,0
AB075039.1,OR659471.1,0
AB075039.1,MH937467.1,0
AB075039.1,HE654127.1,0
AB076001.1,AB025946.2,1
AB076001.1,AB028668.1,1
AB076001.1,AB037926.1,1
AB076001.1,AB038629.1,1
AB076001.1,AB041007.1,1
AB076001.1,AB041960.1,1
AB076001.1,AB041962.1,1
AB076001.1,AB041963.1,1
AB076001.1,AB049608.1,1
AB076001.1,AB060594.1,1
AB076001.1,HE795108.1,0
AB076001.1,CASDWV010000806.1,0
AB076001.1,CASDWV010004262.1,0
AB076001.1,JF416318.1,0
AB076001.1,MN053272.1,0
AB076001.1,OR822025.1,0
AB076001.1,AY260756.1,0
AB076001.1,MK896468.1,0
AB076001.1,AF403405.1,0
AB076001.1,CASDWV010001333.1,0
AB076002.1,AB290917.1,1
AB076002.1,HQ335082.1,1
AB076002.1,KX262893.1,1
AB076002.1,KX611132.1,1
AB076002.1,LC387543.1,1
AB076002.1,MF187212.1,1
AB076002.1,MF327539.1,1
AB076002.1,MF327557.1,1
AB076002.1,MT537993.1,1
AB076002.1,MT538011.1,1
AB076002.1,BK013747.1,0
AB076002.1,KY244146.1,0
AB076002.1,EF485030.1,0
AB076002.1,BK013875.1,0
AB076002.1,HQ163896.1,0
AB076002.1,KT763043.1,0
AB076002.1,OP079918.1,0
AB076002.1,MT680615.1,0
AB076002.1,BK013837.1,0
AB076002.1,KY312555.1,0
AB080598.1,AB194806.2,1
AB080598.1,AB444583.1,1
AB080598.1,MF688613.1,1
AB080598.1,X02380.1,1
AB080598.1,AB724113.1,1
AB080598.1,D10044.1,1
AB080598.1,KT290039.1,1
AB080598.1,M65138.1,1
AB080598.1,U15728.1,1
AB080598.1,AB261167.1,0
AB080598.1,AF499643.1,0
AB080598.1,CASDWV010001933.1,0
AB080598.1,MH920639.1,0
AB080598.1,OQ845959.1,0
AB080598.1,AB937989.1,0
AB080598.1,OM386664.1,0
AB080598.1,D63821.1,0
AB080598.1,FJ445123.1,0
AB080598.1,MT460514.1,0
AB080598.1,AY843303.1,0
AB080600.1,AB033689.1,0
AB080600.1,AB033691.1,0
AB080600.1,AB194808.1,1
AB080600.1,AB724115.1,1
AB080600.1,AJ012005.1,0
AB080600.1,AJ132576.1,0
AB080600.1,AY007231.1,0
AB080600.1,D10538.1,1
AB080600.1,DQ352195.1,0
AB080600.1,EU151723.4,0
AB080600.1,MT269788.1,0
AB080600.1,BK014039.1,0
AB080600.1,KC589007.1,0
AB080600.1,OM030289.1,0
AB080600.1,AY422070.1,0
AB080600.1,KF188458.1,0
AB080600.1,OK634396.1,0
AB080600.1,KF917536.1,0
AB080600.1,MH892373.1,0
AB080600.1,AF013370.1,0
AB084450.1,AF225953.1,1
AB084450.1,OP794357.1,1
AB084450.1,X00206.1,1
AB084450.1,AF277675.1,0
AB084450.1,EU881936.2,1
AB084450.1,GU810903.1,1
AB084450.1,HM777507.1,0
AB084450.1,MT375548.1,1
AB084450.1,M83830.1,1
AB084450.1,AB084452.1,1
AB084450.1,CASDWV010002616.1,0
AB084450.1,MZ556154.1,0
AB084450.1,HQ738636.1,0
AB084450.1,DQ473491.1,0
AB084450.1,MT374855.1,0
AB084450.1,AY370762.1,0
AB084450.1,MZ326858.1,0
AB084450.1,GU345044.1,0
AB084450.1,AY598782.1,0
AB084450.1,MZ666388.1,0
AB084451.1,AB295644.1,1
AB084451.1,FJ028650.2,1
AB084451.1,M14913.1,1
AB084451.1,M62738.1,1
AB084451.1,M83309.1,1
AB084451.1,MH899121.1,1
AB084451.1,MN837499.1,1
AB084451.1,MT375547.1,1
AB084451.1,X00729.1,1
AB084451.1,AB084453.1,1
AB084451.1,X68414.1,0
AB084451.1,MT952005.1,0
AB084451.1,MH051915.1,0
AB084451.1,KF741227.2,0
AB084451.1,CASDWV010001184.1,0
AB084451.1,CASDWV010004984.1,0
AB084451.1,BK014202.1,0
AB084451.1,HQ113105.1,0
AB084451.1,CASDWV010004377.1,0
AB084451.1,OP880254.1,0
AB084452.1,AB084450.1,1
AB084452.1,OP794357.1,1
AB084452.1,AF277675.1,0
AB084452.1,MT375548.1,1
AB084452.1,X00206.1,1
AB084452.1,AF225953.1,1
AB084452.1,GU810903.1,1
AB084452.1,BK061322.1,1
AB084452.1,HM777507.1,0
AB084452.1,M83830.1,1
AB084452.1,MN478375.1,0
AB084452.1,MN532593.1,0
AB084452.1,KM573770.1,0
AB084452.1,BK013461.1,0
AB084452.1,CASDWV010002701.1,0
AB084452.1,MN982381.1,0
AB084452.1,MT684598.1,0
AB084452.1,MW897033.1,0
AB084452.1,MG600091.1,0
AB084452.1,MZ209657.1,0
AB084453.1,AB084451.1,1
AB084453.1,AB295644.1,1
AB084453.1,AF225954.1,1
AB084453.1,BK061325.1,1
AB084453.1,EU881937.2,1
AB084453.1,FJ028650.2,1
AB084453.1,KC595305.1,1
AB084453.1,KX269871.1,1
AB084453.1,KY867751.1,1
AB084453.1,M14913.1,1
AB084453.1,MK524343.1,0
AB084453.1,EF558843.1,0
AB084453.1,FJ907328.1,0
AB084453.1,MZ501092.1,0
AB084453.1,MF926439.1,0
AB084453.1,LC708001.1,0
AB084453.1,OL704828.1,0
AB084453.1,CP014526.1,0
AB084453.1,LT221868.1,0
AB084453.1,EU189202.1,0
AB084788.1,MF358731.1,1
AB084788.1,GU245693.2,1
AB084788.1,KF006985.1,1
AB084788.1,KJ934637.1,1
AB084788.1,KY432931.1,1
AB084788.1,MF947444.1,1
AB084788.1,AB040749.1,1
AB084788.1,KF831027.1,1
AB084788.1,KT880665.1,1
AB084788.1,GU182408.1,1
AB084788.1,BK013463.1,0
AB084788.1,MK327946.1,0
AB084788.1,MK059756.1,0
AB084788.1,GQ351273.1,0
AB084788.1,KP345887.1,1
AB084788.1,MG781153.1,0
AB084788.1,EU408779.1,0
AB084788.1,MT740291.1,0
AB084788.1,AM990928.1,0
AB084788.1,KT693187.1,0
AB084913.1,DQ315670.1,1
AB084913.1,EU556224.1,1
AB084913.1,EU716175.1,1
AB084913.1,KT319121.2,1
AB084913.1,AF055846.1,1
AB084913.1,AJ005695.1,1
AB084913.1,S45208.1,1
AB084913.1,AF327920.2,1
AB084913.1,EU854568.1,1
AB084913.1,LC133331.1,1
AB084913.1,BK013808.1,0
AB084913.1,MK012516.1,0
AB084913.1,AF484251.1,0
AB084913.1,BK013874.1,0
AB084913.1,BK013325.1,0
AB084913.1,MN095540.1,0
AB084913.1,KF958461.1,1
AB084913.1,KC815310.1,0
AB084913.1,AY366207.2,0
AB084913.1,CASDWV010000036.1,0
AB085814.1,HE572591.1,1
AB085814.1,HE588147.1,1
AB085814.1,KJ101566.1,1
AB085814.1,AB176964.1,1
AB085814.1,KM051424.1,1
AB085814.1,MN839447.1,1
AB085814.1,KJ364649.1,1
AB085814.1,KT365894.1,1
AB085814.1,MG967345.1,1
AB085814.1,MG967347.1,1
AB085814.1,DQ473490.1,0
AB085814.1,MH648989.1,0
AB085814.1,KM874294.1,0
AB085814.1,OK272483.1,0
AB085814.1,MZ679496.1,0
AB085814.1,MF001354.1,0
AB085814.1,ON746523.1,0
AB085814.1,AB219105.1,0
AB085814.1,BK013357.1,0
AB085814.1,MT409176.1,0
AB086951.1,M29671.1,1
